Date,TSMC,Chain_tech,GUC,Asrock,TUL,NVDA,AMD,INTC,Bitcoin,Ethereum,Litecoin,USDX,Gold,crude_oil,SP500,TW_index
2018/10/22,234.75,32.71,213.12,49.87,50.14,231.22,25.03,45.01,6487.16,204.04,52.2,95.749,1221.88,69.17,2755.88,9974.28
2018/10/19,233.65,32.3,202.15,49.01,48.56,229.17,23.66,44,6465.41,203.73,53.02,95.443,1226.08,69.12,2767.78,9919.26
2018/10/18,237.03,34.94,215.02,50.03,51.23,239.53,26.62,44.97,6476.71,203.35,52.53,95.638,1225.52,68.65,2768.78,9953.73
2018/10/17,240.6,35.62,226.11,50.4,52.83,243.06,27.3,45.89,6544.43,207.08,53.67,95.297,1222.09,69.75,2809.21,9979.14
2018/10/16,233.99,36.46,220.1,50.12,53.43,245.83,28.18,45.94,6596.11,210.12,54.07,94.748,1224.77,71.92,2809.92,9981.1
2018/10/15,231.69,34.72,210.05,49.01,50.44,235.38,26.26,44.53,6596.54,209.7,54.88,94.754,1226.94,71.78,2750.79,9901.12
2018/10/12,232.37,34.28,199.14,47.71,49.78,246.54,26.34,44.88,6274.58,196.73,53.55,94.911,1217.59,71.34,2767.13,10045.81
2018/10/11,230.29,34.15,203.5,47.85,48.84,235.13,25.3,44.23,6256.24,189.5,51.23,94.706,1223.87,70.97,2728.37,9806.11
2018/10/9,243.72,37.93,232.22,52.58,54.65,265.54,27.24,46.55,6642.64,227.98,58.71,95.346,1189.51,74.96,2880.34,10466.83
2018/10/8,243.25,38.87,241.09,52.4,56.51,265.77,26.46,47.03,6652.23,229.26,59.41,95.436,1187.85,74.29,2884.43,10455.93
2018/10/5,250.06,38.36,251.58,52.23,60.18,269.86,27.35,47.03,6622.48,227.6,58.77,95.305,1202.67,74.34,2885.57,10517.12
2018/10/4,254.94,38.68,265.41,54.61,63.85,279.29,27.78,48.13,6576.69,222.22,58.28,95.412,1199.6,74.33,2901.61,10718.91
2018/10/3,258.73,38.84,265.26,55.69,66.48,286.73,28.43,48.76,6502.59,220.49,57.48,95.406,1197.14,76.41,2925.51,10863.94
2018/10/2,258.56,41.24,271.96,56.69,68.26,286.48,29.02,48.1,6556.1,227.18,59.71,95.14,1203.08,75.23,2923.43,10919.63
2018/10/1,262.5,40.91,273.76,56.77,69.3,289.36,31.42,46.45,6589.62,230.77,60.21,94.929,1188.7,75.3,2924.59,11051.8
2018/9/28,262.64,41.09,276.76,56.33,72.08,281.02,30.89,47.29,6644.13,222.4,61.9,94.737,1192.16,73.25,2913.98,11006.34
2018/9/27,264.6,42.62,281.97,55.46,70.08,267.4,32.59,45.88,6676.75,228.49,62.98,94.524,1182.58,72.12,2914,11034.19
2018/9/26,262.45,45.32,292.68,55.73,68.62,266.92,32.19,45.7,6495,215.85,57.4,93.773,1194.24,71.57,2905.97,10974.19
2018/9/25,262.35,43.22,293.08,53.77,65.8,268.41,32.57,45.91,6446.47,218.51,57.54,93.711,1200.99,72.28,2915.56,10978.85
2018/9/21,260.55,44.23,283.81,53.26,66.53,263.45,31.02,46.66,6734.95,246.58,60.72,93.798,1198.87,70.78,2929.67,10972.41
2018/9/20,259.3,43.75,282.97,52.54,64.13,266.28,31.18,47.2,6519.67,224.59,56.63,93.491,1206.9,70.8,2930.75,10831.41
2018/9/19,258.29,44.49,292.04,53.14,65.41,271.98,31.21,46.15,6398.54,209.97,54.33,94.119,1203.79,71.12,2907.95,10857.27
2018/9/18,255.13,44.7,298.37,52.59,67.35,271.02,31.93,46.1,6371.3,209.98,54.1,94.227,1198.13,69.85,2904.31,10760.21
2018/9/17,258.91,44.62,307,52.95,72.2,273.93,32.43,45.42,6281.2,197.88,52.54,94.486,1201.24,68.91,2888.8,10828.61
2018/9/14,259.26,48.57,302.76,52.38,72.53,276.43,32.72,45.54,6512.71,211.75,56.58,94.925,1193.37,68.99,2904.98,10868.14
2018/9/13,256.12,48.7,294.92,51.44,71.92,271.34,30.48,45.57,6517.31,211.35,54.54,94.517,1201.28,68.59,2904.18,10727.23
2018/9/12,259.99,48.29,303.31,51.42,73.41,268.2,32.21,44.93,6351.8,183.33,51.66,94.768,1205.83,70.37,2888.92,10722.57
2018/9/11,260.32,49.76,318.51,51.94,73.91,272.8,30.1,44.93,6321.2,185.07,52.37,95.225,1198.37,69.25,2887.89,10752.3
2018/9/10,265.23,52.58,330.46,53.58,73.87,274.73,29.89,46.3,6329.7,197.08,54.6,95.11,1195.64,67.54,2877.13,10725.8
2018/9/7,262.66,50.99,334.72,58.76,77.99,271.86,27.38,46.45,6467.07,217.2,56.2,95.329,1195.15,67.75,2871.68,10846.99
2018/9/6,263.13,52,331.1,60.83,82.21,272.72,27.84,47.26,6529.17,230.22,57.49,94.988,1199.76,67.77,2878.05,10924.3
2018/9/5,262.46,52.15,325.58,62.54,89.75,278.42,28.51,47.72,6792.83,232.33,58.44,95.124,1196.46,68.72,2888.6,10995.13
2018/9/4,257.01,48.61,306.35,61.56,89.32,283.7,28.06,47.96,7361.66,285.72,67.71,95.38,1191.31,69.87,2896.72,11021.38
2018/9/3,257.93,49.83,306.28,61.98,90.1,NA,NA,NA,7260.06,289.26,65.37,95.083,1201.1,70.12,NA,10964.22
2018/8/31,256.01,49.38,308.2,62.52,90.97,280.68,25.17,48.43,7037.58,283,61.93,95.083,1201.19,69.8,2901.52,11063.94
2018/8/30,264.42,49.37,310.39,62.4,90.46,277.81,24.89,48.24,6978.23,284.11,60.32,94.679,1199.68,70.25,2901.13,11093.75
2018/8/29,256.53,46.9,311.31,63.57,87.87,278.49,25.2,48.75,7047.16,289.31,61.77,94.522,1206.38,69.51,2914.04,11099.57
2018/8/28,249.33,45.02,305.07,61.35,82.76,274.38,25.05,48.57,7096.28,296.5,63.02,94.635,1200.89,68.53,2897.52,10989.55
2018/8/27,245.57,43.78,290.21,60.74,80.92,275.9,25.26,48.35,6884.64,285.6,60.25,94.684,1211.08,68.87,2896.74,10902.21
2018/8/24,244.25,44.62,285.03,60.35,79.85,272.22,23.98,47.66,6719.96,282.97,57.93,95.063,1205.82,68.72,2874.69,10809.35
2018/8/23,243.99,42.68,293.57,61.44,82.49,266.84,22.29,46.98,6534.88,277.1,57.54,95.583,1185.3,67.83,2856.98,10863.13
2018/8/22,241.59,41.84,291.42,62.05,82.85,262.82,20.9,47.05,6376.71,271.34,55.32,95.051,1195.48,67.86,2861.82,10804.2
2018/8/21,239.94,40.28,288.63,61.8,79.29,253.32,20.4,47.62,6488.76,281.94,56.35,95.15,1195.64,67.35,2862.96,10792.2
2018/8/20,239.13,38.29,278.08,65.99,83.77,247.84,19.98,46.5,6308.53,274.32,54,95.789,1190.28,66.43,2857.05,10699.05
2018/8/17,239.75,37.98,278.97,66.55,86.2,244.82,19.77,47.1,6580.63,315.73,61.51,95.981,1184.79,65.91,2850.13,10690.96
2018/8/16,239.47,36.71,279.37,65.98,88.38,257.44,19.33,47.17,6334.73,288.05,55.36,96.536,1173.93,65.46,2840.69,10683.9
2018/8/15,241.32,35.88,287.97,66.46,90.11,259.08,19.7,47.46,6308.52,282.36,54.5,96.577,1174.78,65.01,2818.37,10716.75
2018/8/14,243.74,35.17,293.31,67.15,99.71,261.43,20.02,48.12,6199.71,278.93,54.56,96.605,1193.97,67.04,2839.96,10824.23
2018/8/13,240.6,34.43,287.86,66.81,107.5,256.12,19.73,48.45,6297.57,286.5,56.85,96.251,1193.46,67.2,2821.93,10748.92
2018/8/10,245.66,34.17,304.88,69.7,137.03,254.79,19.06,48.85,6184.71,334.18,59.39,96.218,1211.44,67.63,2833.28,10983.68
2018/8/9,247.26,31.63,307.15,70.03,138.49,256.46,19.1,50.14,6568.23,365.59,63.98,95.355,1212.22,66.81,2853.58,11028.07
2018/8/8,246.55,32.13,312.38,70.7,138.23,258.42,19.58,49.96,6305.8,356.61,62.49,94.89,1213.64,66.94,2857.7,11075.25
2018/8/7,243.21,32.45,308.85,70.85,136.1,256.95,19.56,49.7,6753.12,380.22,68.17,95.046,1210.81,69.17,2858.45,10983.44
2018/8/6,245.36,33.21,323.81,69.28,135.27,254.03,19.43,49.3,6951.8,406.66,73.89,95.187,1207.45,69.01,2850.4,11024.1
2018/8/3,246.6,33.22,346.49,68.33,143.2,252.1,18.49,49.63,7434.39,418.26,77.54,94.961,1213.47,68.49,2840.35,11012.43
2018/8/2,246.4,32.55,351.68,68.59,146.12,250.62,18.79,49.48,7567.15,412.62,76.14,94.987,1207.69,68.96,2827.22,10929.77
2018/8/1,247.69,33.67,351.85,68.98,144.62,246.47,18.48,48.81,7624.91,420.75,77.86,94.428,1215.82,67.66,2813.36,11098.13
2018/7/31,245.1,33.33,321.97,68.53,144.34,244.86,18.33,48.1,7780.44,433.87,79.7,94.275,1223.95,68.76,2816.29,11057.51
2018/7/30,244.95,33.71,311.4,68.73,146.99,244.13,19.42,47.69,8180.48,457.08,82.85,94.111,1221.5,70.13,2802.6,11033.54
2018/7/27,243.48,32.49,328.27,68.56,146.08,252.02,18.94,47.68,8165.01,469.67,84.46,94.46,1223.07,68.69,2818.82,11075.78
2018/7/26,240.96,32.11,321.51,70.44,151.3,254.84,18.35,52.16,7951.58,464.04,84.03,94.544,1222.33,69.61,2837.44,11010.61
2018/7/25,240.31,32.66,320.81,69.55,149.24,251.87,16.05,52.43,8181.39,472.49,86.28,94.129,1231.42,69.3,2846.07,10965.79
2018/7/24,240.27,31.39,320.69,64.87,138.08,248.71,16.19,52.18,8424.27,479.37,89.29,94.388,1224.35,68.52,2820.4,10995.39
2018/7/23,241.47,31.34,313.14,65.13,132.78,249.41,16.66,52.31,7711.11,450.85,82.43,94.44,1224.29,67.89,2806.98,10946.89
2018/7/20,235.09,31.24,324.5,65.57,134.73,250.89,16.5,51.91,7354.13,450.7,82.75,94.226,1231.78,70.46,2801.83,10932.11
2018/7/19,225.82,31.97,320.89,66.21,139.59,252.03,16.71,51.98,7466.86,469.62,86.67,94.942,1222.76,69.46,2804.49,10835.38
2018/7/18,223.16,31.87,316.34,66.45,136.92,251.7,16.85,51.72,7370.78,480.51,86.96,94.811,1226.95,68.76,2815.62,10842.46
2018/7/17,221.82,32.2,307.81,66.76,129.6,253.69,16.87,51.75,7321.04,501,89.81,94.704,1227.48,68.08,2809.55,10778.99
2018/7/16,224.27,31.32,293.66,65.03,120.63,248.2,16.58,52.01,6741.75,480.66,84.6,94.272,1240.72,68.06,2798.43,10817.45
2018/7/13,223.54,31.25,292.08,65.18,122.32,249.32,16.27,52.22,6238.05,434.03,76.94,94.5,1241.26,71.01,2801.31,10864.54
2018/7/12,220.39,30.37,281.73,64.8,120.54,251.23,16.56,52.35,6228.81,430.07,76.81,94.564,1247.16,70.33,2798.29,10738.38
2018/7/11,219.37,29.9,272.74,64,118.7,247.53,16.27,51.2,6394.71,446.52,78.7,94.486,1241.79,70.38,2774.02,10676.84
2018/7/10,222.72,30.06,268.02,64.25,116.79,253.25,16.55,52.16,6329.95,434.42,76.08,93.889,1255.26,74.11,2793.84,10756.89
2018/7/9,221.08,29.41,269.88,64.77,123.47,249.25,16.61,51.86,6741.75,476.68,80.86,93.807,1257.42,73.85,2784.17,10720.28
2018/7/6,216.27,28.91,273.66,65.19,126.41,247.33,16.36,51.37,6673.5,474.01,83.38,93.769,1255,73.8,2759.82,10608.57
2018/7/5,214.25,29.73,273.72,66.68,129.77,242.73,15.5,50.75,6639.14,474.41,83.76,94.223,1257.69,72.94,2736.61,10611.81
2018/7/4,216.48,30.98,277.96,68.19,121.73,NA,NA,NA,6597.55,467.32,85.49,94.412,1257.7,74.13,NA,10721.87
2018/7/3,215.37,29.05,274.8,65.22,113.54,236.84,15,49.47,6529.59,464.2,85.1,94.412,1252.49,74.14,2713.22,10715.72
2018/7/2,216.65,29.29,274.9,65.64,115.79,242.24,15.16,50.2,6614.18,475.35,85.26,94.779,1241.9,73.94,2726.71,10777.94
2018/6/29,214.93,29.62,272.56,66.32,116.01,236.9,14.99,49.71,6218.3,436.01,78.77,94.349,1252.91,74.15,2718.37,10836.91
2018/6/28,212.05,29.87,276.21,65.53,119.19,240.86,15.31,49.25,5903.44,422.36,74.93,95.096,1248.09,73.45,2716.31,10654.28
2018/6/27,213.93,29.47,285.88,65.92,125.17,235.72,14.97,48.76,6157.13,442.36,80.66,94.969,1252.2,72.76,2699.63,10701.03
2018/6/26,214.54,29.31,279.74,64.97,117.75,241.99,15.5,49.67,6093.67,432.77,76.87,94.346,1258.82,70.53,2723.06,10742.17
2018/6/25,219.12,28.6,299.86,66.03,122.03,239.12,15.11,50.71,6249.18,460.31,81.83,93.939,1265.4,68.08,2717.07,10786.46
2018/6/22,226.06,29.94,305.34,68.89,131.56,250.95,15.8,52.5,6083.69,465.82,85.08,94.18,1269.38,68.58,2754.88,10899.28
2018/6/21,226.56,30.41,302.45,70.44,137.25,257.11,15.65,52.19,6729.74,527.37,96.93,94.404,1266.81,65.54,2749.76,10941.07
2018/6/20,225.39,30.54,300,72,146.65,262.31,16.52,53.46,6776.55,536.27,97.99,94.716,1267.66,66.22,2767.32,10927.44
2018/6/19,224.96,30.22,308.36,72.65,151.12,260.17,16.69,52.93,6769.94,537.96,98.84,94.729,1274.46,65.07,2762.59,10904.19
2018/6/15,228.07,30.86,295.13,73.58,149.76,265.26,16.34,55.11,6456.58,491,96.68,94.782,1279.37,65.06,2779.66,11087.47
2018/6/14,228.07,30.41,284.37,73.51,145.76,266.91,16.25,55.54,6675.35,519.74,101.15,94.776,1302.09,66.89,2782.49,11013.98
2018/6/13,230.37,30.74,289.63,74.96,154.36,262.4,16.32,55.03,6349.9,477.49,94.08,93.699,1299.14,66.64,2775.63,11173.21
2018/6/12,226.48,31.42,291.3,75.2,160.91,262.58,15.85,54.82,6582.36,496.84,100.75,93.801,1295.79,66.36,2786.85,11144.79
2018/6/11,226.09,30.55,299.21,77.92,166.98,260.62,15.73,54.52,6906.92,533.28,107.52,93.56,1300.27,66.1,2782,11149.23
2018/6/8,227.06,33.03,313.67,82.93,167.13,262.28,15.25,55.05,7624.92,601.08,120.08,93.537,1299.16,65.74,2779.03,11156.42
2018/6/7,229.82,34.41,311.14,80.39,164.89,262.9,14.89,55.88,7678.24,605.19,121.43,93.376,1297.05,65.95,2770.37,11251.75
2018/6/6,229.17,33.02,308.14,80.79,167.66,265.15,15.67,57.03,7653.98,607.12,121.18,93.634,1296.23,64.73,2772.35,11201.83
2018/6/5,228.37,33.34,295.65,79.98,162.93,265.07,14.85,56.53,7633.76,609.3,121.7,93.871,1296.15,65.52,2748.8,11100.11
2018/6/4,228.17,32.18,278.77,80.01,155.52,264.85,14.85,56.83,7514.47,592.98,119.9,93.986,1291.88,64.75,2746.87,11109.5
2018/6/1,223.98,32.89,261.73,78.89,150.3,257.62,14.4,57.08,7541.45,580.04,119.92,94.169,1293.42,65.81,2734.62,10949.08
2018/5/31,223.15,32.4,254.66,79.38,152.24,252.19,13.73,55.2,7494.17,577.65,118.07,93.959,1298.29,67.04,2705.27,10874.96
2018/5/30,221.42,33.88,254.88,78.95,140.27,252.99,13.82,55.68,7406.52,559.59,117.53,94.115,1301.12,68.21,2724.01,10821.17
2018/5/29,224.37,32.5,261.34,78.24,141.09,248.59,13.36,55.32,7472.59,565.39,119.57,94.789,1298.55,66.73,2689.86,10964.12
2018/5/28,227.47,33.13,271.68,79.11,146.07,NA,NA,NA,7135.99,516.04,111.6,94.13,1298.06,67.05,NA,10987.77
2018/5/25,228.67,35.04,273.09,75.39,144.59,249.28,13.54,55.44,7480.14,586.73,119.44,94.13,1301.33,67.88,2721.33,10942.3
2018/5/24,229.18,34.59,270.74,73.94,141.72,247.69,13.41,54.75,7587.34,601.76,122.61,93.701,1304.37,70.71,2727.76,10936.93
2018/5/23,229.87,34.53,261.09,74.07,150.5,247.54,13.1,55.21,7557.82,583.59,119.31,93.918,1293.2,71.84,2733.29,10886.18
2018/5/22,230.83,34.37,266.67,77.09,171.39,242.7,12.98,54.45,8041.78,647.74,128.68,93.526,1290.98,72.13,2724.44,10938.73
2018/5/21,228.5,31.62,264.07,76.04,167.02,244.24,12.99,54.32,8418.99,699.22,134.51,93.581,1292.29,72.24,2733.01,10966.2
2018/5/18,224.48,30.88,261.25,75.42,161.4,245.94,13,53.5,8250.97,694.37,136.06,93.544,1292.24,71.28,2712.97,10830.84
2018/5/17,228.23,30.85,267.89,76.06,159.71,247.71,12.82,54.81,8094.32,672.66,132.77,93.375,1290.59,71.49,2720.13,10833.81
2018/5/16,229.79,32.22,267.94,79.07,165.11,246.01,12.82,54.64,8368.83,707.05,139.27,93.281,1290.47,71.49,2722.46,10897.57
2018/5/15,231.09,29.7,282.47,80.34,156.18,245.56,12.45,53.92,8510.38,708.87,139.88,93.093,1290.37,71.31,2711.45,10874.73
2018/5/14,233.39,27.07,283.48,78.93,154.22,255.36,12.23,54.9,8716.79,730.55,147.71,92.462,1313.36,70.96,2730.13,10952.39
2018/5/11,232.57,27.96,283.51,79.03,164.33,254.53,11.95,54.67,8441.49,679.59,137.12,92.411,1318.09,70.7,2727.72,10858.98
2018/5/10,230.19,28.17,283.45,80.7,184.17,260.13,12.13,54.98,9043.94,727.28,149.87,92.516,1321.38,71.36,2723.07,10760.21
2018/5/9,230.04,27.87,281.06,79.52,171.01,255.78,11.95,54.34,9325.18,752.28,157.05,92.884,1312.44,71.14,2697.79,10703.35
2018/5/8,226.82,26.25,278.23,76.02,168.23,250.4,11.61,53.63,9234.82,752.86,159.62,92.958,1314.24,69.06,2671.92,10691.38
2018/5/7,223.54,26.22,277.97,75,164.97,248.68,11.59,53.33,9373.01,753.72,164.88,92.592,1313.96,70.73,2672.63,10604.91
2018/5/4,222.3,26.23,264.45,75.16,162.12,239.06,11.28,52.78,9700.76,785.62,168.79,92.408,1315.04,69.72,2663.42,10529.37
2018/5/3,220.84,26.06,267.57,74.61,146.03,232.99,10.93,52.28,9743.86,779.54,161.46,92.251,1311.93,68.43,2629.73,10514.18
2018/5/2,224.61,26.1,277.35,78.61,160.22,226.31,10.97,52.31,9235.92,687.15,151.58,92.339,1304.82,67.93,2635.67,10618.81
2018/4/30,226.24,26.66,267.29,78.58,184.52,224.9,10.88,51.62,9240.55,669.92,148.48,91.63,1315.13,68.57,2648.05,10657.88
2018/4/27,222.95,26.56,250.98,79.06,188.46,226.33,11.11,52.73,8987.05,647.03,145.9,91.343,1323.11,68.1,2669.91,10553.43
2018/4/26,223.47,25.79,246.39,75.93,177.38,225.22,11.04,53.05,9281.51,662.81,153.68,91.365,1316.68,68.19,2666.94,10488.58
2018/4/25,225.26,26.08,233.94,77.07,162.27,216.66,9.71,51.38,8845.74,615.42,144.76,90.953,1322.91,68.05,2639.4,10559.97
2018/4/24,226.38,25.7,242.84,79.31,172.36,221.2,10.09,51.45,9697.5,708.16,165.78,90.537,1330.15,67.7,2634.56,10579.5
2018/4/23,226.45,25.71,248.38,81.6,177.51,223.88,10.04,51.1,8930.88,642.55,152.25,90.705,1324.69,68.64,2670.29,10697.13
2018/4/20,229.71,24.66,249.51,81.02,190.5,228.71,9.99,51.53,8845.83,615.72,155.54,90.075,1335.59,68.38,2670.14,10779.38
2018/4/19,243.19,25.44,265.78,83.83,236.45,229.04,10.11,52.22,8294.31,567.89,146.3,89.695,1345.34,68.29,2693.13,10971.22
2018/4/18,238.31,25.43,282.72,81.83,237.38,236.37,10.36,53.61,8163.42,524.79,140,89.347,1349.31,68.47,2708.64,10847.89
2018/4/17,239.32,23.85,305.59,83.73,257.66,237.54,10.52,53.54,7902.09,502.89,132.93,89.228,1347.25,66.52,2706.39,10810.45
2018/4/16,243.03,25.27,315.5,83.88,282.67,231.49,10.09,52.4,8058.67,511.15,128.34,89.135,1345.6,66.22,2677.84,10954.55
2018/4/13,244.95,27.71,307.15,87.86,330.51,231.5,9.93,51.86,7895.96,492.73,125.35,89.503,1345.22,67.39,2656.3,10965.39
2018/4/12,245.56,29.61,301.6,87.13,363.02,234.6,10.08,52.72,7889.25,492.94,129.34,89.456,1334.68,67.07,2663.99,10955.29
2018/4/11,247.59,29.73,310.68,87.74,381.64,226.24,9.82,51.1,6968.32,430.54,118.29,89.253,1353.16,66.82,2642.19,10974.02
2018/4/10,246.62,30.74,312.89,87.67,400.25,227.91,9.98,51.27,6834.76,414.24,114.26,89.28,1339.29,65.51,2656.87,10927.18
2018/4/9,245.78,30.54,308.14,90.72,409.41,215.41,9.53,49.55,6770.73,398.53,114.99,89.534,1336.08,63.42,2613.16,10893.53
2018/4/3,243.21,31.1,302.74,92.9,403.6,225.35,9.55,49.75,7456.11,416.89,134.47,89.859,1332.62,63.51,2614.45,10821.53
2018/4/2,247.13,32.59,310.84,96.08,381.32,221.05,9.53,48.92,7083.8,386.42,119.31,89.706,1341.09,63.01,2581.88,10888.27
2018/3/31,247.97,30.98,317.15,92.69,344.12,NA,NA,NA,6973.53,396.46,116.61,NA,NA,NA,NA,10919.49
2018/3/30,247.86,29.85,317.79,91.07,339.68,NA,NA,NA,6890.52,394.64,118.6,NA,1325.03,NA,NA,10906.22
2018/3/29,244,30.5,321.76,93.43,358.04,231.59,10.05,52.08,7165.7,385.97,114.68,89.812,1325.24,64.94,2640.87,10845.92
2018/3/28,245.6,30.25,327.76,94.11,352.01,221.35,9.81,49.6,7954.48,446.28,131.75,89.719,1324.87,64.38,2605,10865.66
2018/3/27,248.62,30.57,334.38,97.06,383.46,225.52,10,51.19,7833.04,450.12,135.78,88.983,1344.81,65.25,2612.62,10986.79
2018/3/26,242.68,30.37,327.33,99.04,395.68,244.48,10.44,52.48,8209.4,489.95,149.22,88.604,1353.15,65.55,2658.55,10840.05
2018/3/23,245.3,31.6,328.07,94.53,369.64,232.97,10.63,49.36,8879.62,539.62,167.83,89.033,1347.03,65.88,2588.26,10823.33
2018/3/22,251.74,32.86,343.47,94.97,354.95,241.85,10.91,50.83,8728.47,539.7,163.67,89.473,1328.85,64.3,2643.69,11005.84
2018/3/21,252.45,37.52,336.37,99.43,348.49,248.56,11.26,51.56,8929.28,561.73,169.05,89.369,1332.16,65.17,2711.93,11011.07
2018/3/20,252.54,35.21,325.5,100.2,326.5,249.58,11.11,51.55,8913.47,557.17,168.82,89.954,1311.13,63.4,2716.94,11010.84
2018/3/19,253.09,31.54,328.42,98.12,289.77,241,11.43,50.83,8630.65,556.73,161.14,89.983,1316.67,62.06,2712.92,11046.9
2018/3/16,252.91,30.06,326.14,94.23,268.89,250.48,11.47,51.17,8338.35,601.67,165.45,90.212,1313.92,62.34,2752.01,11027.7
2018/3/15,256,30.49,327.62,89.99,281.75,249.34,11.46,50.88,8300.86,611.3,164.48,90.126,1316.11,61.19,2747.33,11018.45
2018/3/14,256.48,30.37,332.08,89.61,281.85,248.74,11.36,51.86,8269.81,614.29,161.1,89.687,1324.6,60.96,2749.48,11038.8
2018/3/13,257.31,30.5,332.75,88.99,256.85,247.71,11.64,51.78,9194.85,690.83,175.78,89.643,1326.18,60.71,2765.31,11095.63
2018/3/12,253.8,29.2,332.13,86.99,247.5,249.76,11.52,51.52,9205.12,699.83,178.23,89.867,1322.82,61.36,2783.02,11002.1
2018/3/9,250.07,31.6,340.42,93.99,270.11,245.33,11.7,52.19,9337.55,728.92,187.17,90.065,1323.14,62.04,2786.57,10864.82
2018/3/8,250.55,34.13,338,95.03,291.22,241.18,11.97,50.74,9395.01,704.6,176.51,90.156,1321.83,60.12,2738.97,10823.24
2018/3/7,247.62,37.06,333.63,95.51,322.25,241.84,12.24,51.32,9965.57,752.83,185.84,89.607,1325.34,61.15,2726.8,10745.32
2018/3/6,247.82,35.39,330.7,90.77,304.24,242.16,11.76,50.71,10779.9,816.95,196.6,89.59,1334.41,62.6,2728.12,10784.34
2018/3/5,241.69,36.3,321.34,91.08,322.34,235.65,11.91,49.75,11573.3,853.68,211.18,90.041,1319.9,62.57,2720.94,10642.9
2018/3/2,239.56,35.21,316.67,85.36,286.74,236.54,11.81,48.98,11086.4,856.85,212.56,89.906,1322.57,61.25,2691.25,10698.17
2018/3/1,243.32,34.51,306.06,84.45,284.99,232.21,11.9,47.84,10951,872.2,209.75,90.281,1316.75,60.99,2677.67,10785.79
2018/2/27,247.48,30.56,310.48,79.82,293.51,246.06,12.53,49.91,10725.6,878.27,216.6,90.28,1318.08,63.01,2744.28,10815.47
2018/2/26,246.38,30.2,312.98,81.28,286,246.58,12.42,49.11,10366.7,869.32,220.96,89.79,1333.18,63.91,2779.6,10836.7
2018/2/23,243.78,27.8,321.55,75.5,260,245.93,12.07,47.73,10301.1,864.19,209.31,89.808,1328.71,63.55,2747.3,10794.55
2018/2/22,241.3,25.07,307.35,69.69,231.95,242.15,11.84,45.8,10005,812.84,195.31,89.656,1331.86,62.77,2703.96,10662.38
