Date,TSMC,Chain_tech,GUC,Asrock,TUL,NVDA,AMD,INTC,Bitcoin,Ethereum,Litecoin,USDX,Gold,crude_oil,SP500,TW_index
2016/10/4,186.18,23.79,76.16,38.53,11.87,68.3,6.97,37.54,610.2,13.28,3.82,96.125,1268.05,48.69,2150.49,9287.77
2016/10/3,185.7,23.21,76.07,38.58,11.62,68.45,6.95,37.66,612.13,13.45,3.84,95.587,1311.3,48.81,2161.2,9234.2
2016/9/30,183.99,23.64,75.95,38.66,11.86,68.52,6.91,37.75,609.73,13.22,3.84,95.385,1315.93,48.24,2168.27,9166.85
2016/9/29,186.3,23.95,76.98,38.94,11.95,67.4,6.67,37.32,605.69,13.07,3.85,95.472,1320.21,47.83,2151.13,9270.9
2016/9/26,183.82,24.27,77.15,39.18,10.86,64.34,6.32,36.65,608.04,12.82,3.86,95.21,1337.91,45.93,2146.1,9194.52
2016/9/23,186.42,24.25,78.34,39.27,9.84,64.95,6.55,37.19,602.84,13.33,3.81,95.392,1337.41,44.48,2164.69,9284.62
2016/9/22,184.88,23.96,78.26,39.37,9.52,65.02,6.37,37.55,596.3,13.25,3.77,95.381,1336.97,46.32,2177.18,9235.26
2016/9/21,183,24.17,76.57,39.26,9.55,64.86,6.29,37.45,597.15,13.77,3.84,95.665,1334.87,45.34,2163.12,9228.5
2016/9/20,182.68,24.32,76.65,38.86,9.54,63.09,6.17,37.14,608.31,14.43,3.84,95.976,1314.75,43.44,2139.76,9161.58
2016/9/19,181.09,24.54,76.34,39.03,9.54,63.67,6.16,37.16,609.23,13.19,3.83,95.77,1313.13,43.3,2139.12,9152.88
2016/9/14,174.01,24.66,74.6,39.09,9.38,60.4,6.04,35.62,610.68,11.92,3.83,95.322,1322.85,43.58,2125.77,8902.3
2016/9/13,175.24,24.85,75.01,39.32,9.28,59.87,5.74,35.61,609.24,11.92,3.82,95.645,1319,44.9,2127.02,8940.83
2016/9/12,175.54,24.15,75.52,39.54,9.34,60.75,5.94,36.08,608.24,11.89,3.82,95.088,1327.52,46.29,2159.04,8947.06
2016/9/10,177.57,24.84,75.99,39.58,9.38,NA,NA,NA,623.51,12.17,3.97,NA,NA,NA,NA,9053.69
2016/9/9,180.14,25.62,76.57,40.18,9.86,59.52,5.9,35.44,622.86,11.65,3.97,95.328,1328.04,45.88,2127.81,9164.88
2016/9/8,183.29,25.87,77.14,39.63,9.41,62.64,6.23,36.44,626.32,11.35,3.99,95.051,1338.34,47.62,2181.3,9262.89
2016/9/7,183.11,25.41,77.08,39.52,9.02,62.19,6.84,36.46,614.54,11.55,3.97,94.951,1345.11,45.5,2186.16,9259.07
2016/9/6,176.04,25.05,76.98,39.54,8.93,63.12,7.34,36.57,610.44,11.69,3.97,94.823,1349.79,44.83,2186.48,9181.85
2016/9/5,174.54,24.68,75.61,39.98,8.98,NA,NA,NA,606.59,11.72,3.98,95.844,1326.85,45.07,NA,9090.13
2016/9/2,172.85,24.66,75.76,40.02,9.05,62.53,7.51,36.08,575.54,12.11,3.82,95.844,1324.83,44.44,2179.98,8987.55
2016/9/1,171.88,24.97,74.89,40.07,8.99,63.15,7.35,36.02,572.3,11.99,3.83,95.66,1313.7,43.16,2170.86,9001.15
2016/8/31,174.47,25.07,74.35,40.1,8.96,61.34,7.4,35.89,575.47,11.67,3.8,96.012,1308.84,44.7,2170.95,9068.85
2016/8/30,174.81,25.16,74.47,40.13,9.1,61.63,7.49,35.7,577.5,11.23,3.8,96.041,1311.07,46.35,2176.12,9110.56
2016/8/29,175.65,24.76,74.58,40.28,9.1,61.99,7.59,35.55,574.11,10.98,3.76,95.543,1323.32,46.98,2180.38,9110.17
2016/8/26,176.45,23.98,74.95,40.7,9.17,62.03,7.67,35.26,579.65,11.3,3.83,95.542,1321.24,47.64,2169.04,9131.72
2016/8/25,176.16,23.87,74.82,40.44,8.96,61.53,7.47,35.09,577.76,11.36,3.8,94.743,1321.87,47.33,2172.47,9115.47
2016/8/24,174.16,22.44,74.61,40.78,8.89,61.94,7.43,35.15,580.18,11.04,3.86,94.747,1324.07,46.77,2175.44,9017.38
2016/8/23,174.33,22.52,74.88,43.69,8.83,62.91,7.67,35.4,583.41,11.03,3.93,94.494,1337.47,48.1,2186.9,9030.93
2016/8/22,172.58,22.34,74.8,43.71,8.87,62.52,7.58,35.36,586.75,11.12,3.66,94.499,1338.97,47.05,2182.64,8981.81
2016/8/19,175.21,22.27,76.5,43.79,8.97,62.26,7.62,35.24,575.63,10.75,3.6,94.483,1341.62,48.52,2183.87,9034.27
2016/8/18,175.53,22.4,77.3,44.03,8.94,62.1,7.04,34.97,574.32,10.76,3.61,94.137,1352.17,48.22,2187.02,9122.5
2016/8/17,176.76,22.09,78.1,43.7,8.94,61.15,6.68,35.02,573.22,10.75,3.6,94.69,1348.55,46.79,2182.22,9117.7
2016/8/16,176.26,21.67,79.22,44.12,8.9,62.6,6.78,35.21,577.44,11.14,3.64,94.764,1345.92,46.58,2178.15,9110.36
2016/8/15,178.49,21.93,79.46,44.28,8.9,62.98,6.95,34.91,567.24,11.22,3.58,95.594,1339.29,45.74,2190.15,9148.51
2016/8/12,177.79,22.09,79.8,44.62,8.95,63.04,6.73,34.57,587.56,11.78,3.71,95.682,1336.07,44.49,2184.05,9150.39
2016/8/11,176.57,22.61,80.27,43.71,9.01,59.7,6.58,34.68,589.12,11.69,3.74,95.838,1338.72,43.49,2185.79,9131.83
2016/8/10,178.87,23.36,78.44,43.45,9.2,58.51,6.49,34.53,592.1,12.14,3.72,95.608,1346.62,41.71,2175.49,9200.42
2016/8/9,178.8,23.39,77.74,44.55,8.89,58.89,6.6,34.92,587.8,12.24,3.76,96.132,1340.6,42.77,2181.74,9155.08
2016/8/8,177.47,23.49,77.64,44.95,8.93,58.74,6.68,35.04,591.05,11.25,3.79,96.34,1335.23,43.02,2180.89,9150.26
2016/8/5,176.55,22.98,78.04,45.1,9.25,58.2,6.61,34.98,575.04,10.93,3.73,96.136,1335.45,41.8,2182.87,9092.12
2016/8/4,173.66,23.19,78.63,45.15,9.48,57.23,6.47,34.58,578.29,11.04,3.75,95.717,1361.1,41.93,2164.25,9024.71
2016/8/3,172.98,23.18,78.12,45.14,9.3,56.19,6.3,34.25,566.35,10.29,3.72,95.525,1358.19,40.83,2163.79,9001.71
2016/8/2,176.19,23.18,77.9,45.14,9.37,56.04,6.26,34.56,547.47,8.79,3.64,94.988,1363.54,39.51,2157.03,9068.76
2016/8/1,176.13,23.13,77.63,44.04,9.48,56.73,6.64,34.85,606.27,10.94,3.86,95.677,1353.03,40.06,2170.84,9080.71
2016/7/29,174.27,23.61,76.85,43.89,9.14,57.1,6.86,34.86,656.99,12.79,4.08,95.491,1350.81,41.6,2173.6,8984.41
2016/7/28,175.49,24.18,77.87,43.92,9.07,56.18,6.82,34.77,655.03,12.84,3.97,96.721,1335.69,41.14,2170.06,9076.64
2016/7/27,174.99,23.3,78.59,44.3,8.97,56.06,6.85,34.83,654.35,12.97,3.96,97.042,1339.8,41.92,2166.58,9063.39
2016/7/26,172.11,23.69,76.94,44.62,8.91,56.63,6.98,35.09,651.78,11.99,3.97,97.168,1320.23,42.92,2169.18,9024.79
2016/7/25,170.91,22.46,76.95,44.93,9.03,55.68,6.7,34.69,654.1,13.84,4.03,97.326,1315.48,43.13,2168.48,8991.67
2016/7/22,171.33,22.7,77.27,44.21,8.84,54.67,5.84,34.66,650.62,14.66,4.04,97.516,1322.23,44.19,2175.03,9013.14
2016/7/21,171.33,21.58,76.01,44.26,8.91,53.22,5.22,34.27,665.01,12.65,4.12,97.046,1331.04,44.75,2165.17,9056.56
2016/7/20,169.76,21.23,74.21,44.98,8.94,54.22,5.41,35.69,665.68,12.45,4.13,97.263,1315.85,44.94,2173.02,9007.68
2016/7/19,169.87,21.63,73.38,43.88,9.01,53.52,5.41,35.15,672.86,11.62,4.15,97.108,1331.97,44.65,2163.78,9034.87
2016/7/18,169.09,21.28,73.17,42.21,8.85,52.97,5.51,35.05,673.11,11.03,4.15,96.587,1328.75,45.24,2166.89,9008.21
2016/7/15,168.31,21.19,73.04,42.17,8.73,52.7,5.14,35.07,663.26,11.95,4.16,96.563,1337.26,45.95,2161.74,8949.85
2016/7/14,168.67,21.69,73.23,41.95,8.92,53.32,5.17,35.2,658.08,11.51,4.15,96.1,1335.05,45.68,2163.75,8866.36
2016/7/13,168.37,21.54,73.38,41.51,9.28,52.78,5.09,35.01,654.47,10.5,4.14,96.208,1342.57,44.75,2152.43,8857.75
2016/7/12,170.37,21.94,73.95,41.7,8.95,52.8,5.14,34.94,664.55,10.52,4.15,96.487,1333.1,46.8,2152.14,8841.46
2016/7/11,169.67,21.74,74.18,40.3,8.52,52.02,5.01,34.38,647.66,10.46,4.09,96.59,1355.3,44.76,2137.16,8786.47
2016/7/7,164.04,22.28,74.23,40.32,8.08,48.89,5.02,33.2,640.56,10.11,4.11,96.383,1360.22,45.14,2097.9,8640.91
2016/7/6,161.3,20.08,74.16,40.33,8.13,47.65,5.04,32.97,677.33,10.53,4.47,96.131,1363.69,47.43,2099.73,8575.75
2016/7/5,164.27,21.02,75.27,40.55,7.73,47.35,4.96,32.68,670.63,10.61,4.45,96.259,1356.32,46.6,2088.55,8716.07
2016/7/4,165.69,20.57,74.34,40.69,7.76,NA,NA,NA,683.66,11.47,4.54,95.714,1350.73,48.65,NA,8760.58
2016/7/1,165.19,20.21,75.17,39.95,7.62,46.66,5.07,32.75,676.3,12.2,4.26,95.714,1341.71,48.99,2102.95,8738.24
2016/6/30,161.4,20.73,73.3,39.98,7.68,47.01,5.14,32.8,673.34,12.46,4.19,96.203,1322.15,48.33,2098.86,8666.58
2016/6/29,158.98,20.53,73.76,39.95,7.71,46.65,5.13,31.93,639.89,12.61,4.06,95.807,1319.05,49.88,2070.77,8586.56
2016/6/28,156.33,19.96,71.81,39.81,7.77,45.9,5.12,31.19,647,12.18,4.1,96.331,1311.69,47.85,2036.09,8505.51
2016/6/27,155.29,20.45,71.16,39.72,7.62,45.24,4.72,30.72,655.28,13.88,4.12,96.703,1324.37,46.33,2000.54,8458.87
2016/6/24,159.26,20.15,71.09,40.16,7.76,45.73,4.88,31.55,665.3,14.33,4.28,95.574,1315.3,47.64,2037.41,8476.99
2016/6/23,164.45,19.23,72.94,40.57,7.59,48.49,5.21,32.99,623.98,13.68,3.85,93.527,1256.75,50.11,2113.32,8676.68
2016/6/22,164.86,18.65,73.3,40.83,7.78,47.23,5.02,32.29,596.12,13.1,3.91,93.758,1266.1,49.13,2085.45,8716.25
2016/6/21,164.82,18.75,73.34,40.97,7.77,47.27,5.45,32.32,666.65,13.31,4.82,94.061,1268.06,48.85,2088.9,8684.85
2016/6/20,163.94,18.86,72.11,40.6,7.65,47.56,5.1,32.17,737.23,11.84,5.29,93.684,1289.78,49.37,2083.25,8625.92
2016/6/17,163.35,19.18,71.61,40.66,7.63,46.72,5.26,31.76,748.91,15.38,5.59,94.34,1298.73,47.98,2071.22,8568.08
2016/6/16,160.8,19.55,70.91,40.68,7.62,47.55,4.75,31.69,766.31,20.59,5.66,94.706,1278.45,46.21,2077.99,8494.14
2016/6/15,162.41,19.17,71.63,40.75,7.62,47.36,4.42,31.61,694.47,18.35,5.24,94.68,1291.75,48.01,2071.5,8606.37
2016/6/14,162.05,18.41,72.31,40.61,7.39,46.88,4.39,32.14,685.56,18.89,5.2,95.04,1285.53,48.49,2075.32,8576.12
2016/6/13,161.71,18.28,72.25,40.84,7.56,46.79,4.4,32.17,704.38,17.6,5.29,94.399,1283.76,48.88,2079.06,8536.22
2016/6/8,165.02,18.58,75.5,41.47,8.06,46.18,4.46,31.89,581.65,14.42,4.75,93.58,1262.64,51.23,2119.12,8715.48
2016/6/7,162.4,18.38,75.91,42.08,7.78,46.33,4.51,31.88,576.6,14.51,4.77,93.832,1243.63,50.36,2112.13,8679.9
2016/6/6,160.96,18.45,74.14,40.16,8.48,46.24,4.47,31.68,585.54,13.93,4.96,93.89,1245.21,49.69,2109.41,8597.11
2016/6/4,159.77,18.53,73.51,39.97,7.75,NA,NA,NA,572.73,13.74,4.81,NA,NA,NA,NA,8591.57
2016/6/3,160.04,18.74,73.26,40.23,7.32,46.48,4.16,31.62,569.19,13.85,4.86,94.028,1244.25,48.62,2099.13,8587.36
2016/6/2,159.1,19.26,74.09,40.6,7.21,47.14,4.24,31.76,537.97,13.74,4.72,95.566,1211.01,49.17,2105.26,8556.02
2016/6/1,158.12,19.13,74.93,41.25,7.23,46.81,4.43,31.66,536.92,14,4.74,95.456,1212.93,49.01,2099.33,8597.16
2016/5/31,156.3,19.06,74.56,41.09,7.23,46.72,4.57,31.59,531.39,14.08,4.65,95.878,1215.15,49.1,2096.95,8535.59
2016/5/30,156.64,18.7,74.02,40.88,7.25,NA,NA,NA,533.86,12.73,4.67,95.5,1205,49.51,NA,8535.87
2016/5/27,155.77,18.7,73.75,40.89,7.29,45.9,4.6,31.57,473.46,11.3,4.5,95.5,1212.83,49.33,2099.06,8463.61
2016/5/26,154.55,18.71,73.76,40.92,7.25,45.65,4.35,31.49,453.38,12.43,4.08,95.162,1219.74,49.48,2090.1,8394.12
2016/5/25,153.67,18.91,74.84,40.51,7.04,45.17,4.18,31.39,449.6,12.53,4.05,95.34,1224.14,49.56,2090.54,8396.2
2016/5/24,152.07,19.09,72.08,40.1,7.17,45.36,4.2,31.06,445.98,12.73,3.95,95.576,1227.14,48.62,2076.06,8300.66
2016/5/23,152.68,19.07,72.17,40.49,7.16,44.4,4.04,30.23,444.15,13.46,3.97,95.216,1248.93,48.08,2048.04,8344.44
2016/5/20,148.43,18.94,70.92,40.11,7.03,44.33,3.87,30.15,442.68,13.64,3.88,95.343,1252.19,47.75,2052.32,8131.26
2016/5/19,146.77,18.86,71.72,40.26,7.09,43.55,3.77,29.63,438.71,14.77,3.83,95.294,1254.55,48.16,2040.04,8095.98
2016/5/18,146.34,18.44,70.79,39.77,7.01,43.36,3.84,29.99,454.62,13.56,4,95.063,1258.47,48.19,2047.63,8159.68
2016/5/17,146.18,18.39,70.89,40.03,6.81,42.28,3.79,29.98,453.78,12.2,3.98,94.531,1278.84,48.31,2047.21,8140.48
2016/5/16,144.51,18.7,70.62,40.02,6.78,42.19,3.79,30.39,454.16,11.17,4.01,94.55,1274.2,47.72,2066.66,8067.6
2016/5/13,144.1,18.97,69.39,40.11,7,40.98,3.67,29.91,455.67,10.51,3.93,94.593,1273.12,46.21,2046.61,8053.69
2016/5/12,146.85,19.16,70.44,40.39,6.96,35.57,3.59,29.76,454.77,10.06,3.86,94.128,1263.66,46.7,2064.11,8108.05
2016/5/11,147.52,19.4,71.18,41.38,6.46,36.06,3.65,30.06,452.73,10,3.88,93.79,1277.34,46.23,2064.46,8135.56
2016/5/10,147.23,19.26,70.1,41.75,6.13,35.96,3.64,30.14,450.89,9.36,3.82,94.267,1265.75,44.66,2084.39,8156.29
2016/5/9,147.44,19.41,69.18,42.74,6.14,35.28,3.65,29.8,460.48,9.3,4.06,94.115,1263.79,43.44,2058.69,8131.83
2016/5/6,147.82,19.32,69.02,43.75,6.93,35.33,3.68,30.04,459.6,9.35,3.82,93.883,1287.72,44.66,2057.14,8146.43
2016/5/5,147.34,19.16,72.93,44.66,7.58,34.97,3.66,29.9,447.98,9.83,3.71,93.78,1277.68,44.32,2050.63,8167.96
2016/5/4,147.36,18.85,73.96,44.55,7.85,34.76,3.6,29.85,446.72,9.41,3.75,93.187,1279.6,43.78,2051.12,8185.47
2016/5/3,147.44,19.18,74.07,43.76,8.13,35.57,3.6,30.36,450.3,9.31,3.74,92.931,1286.53,43.65,2063.37,8294.12
2016/4/29,150.01,19.18,75.53,44.42,8.5,35.53,3.55,30.28,455.1,7.46,3.81,93.054,1292.87,45.92,2065.3,8377.9
2016/4/28,154.15,19.17,76.37,44.35,8.51,36.2,3.61,31.11,449.01,7.17,3.79,93.727,1266.17,46.03,2075.81,8473.87
2016/4/27,156.57,19.41,77.28,44.81,8.5,37.31,3.73,31.75,444.69,7.76,3.89,94.367,1245.78,45.33,2095.15,8563.05
2016/4/26,157.59,19.48,76.25,45.3,8.67,36.48,3.66,31.4,466.09,7.4,4.05,94.543,1243.3,44.04,2091.7,8581.57
2016/4/25,157.13,19.21,76.16,44.65,8.8,36.45,3.45,31.39,461.43,7.55,3.81,94.801,1237.77,42.64,2087.79,8560.28
2016/4/22,156.83,19.25,77.33,44.7,8.61,36.27,3.99,31.64,445.74,7.82,3.32,95.08,1232.54,43.73,2091.58,8535.75
2016/4/21,156.1,19,77.63,45.58,8.48,36.41,2.62,31.97,449.42,8.1,3.35,94.574,1248.01,43.18,2091.48,8568.65
2016/4/20,155.32,19.13,79.43,46.13,8.49,36.45,2.7,32,441.39,8.47,3.28,94.471,1244.22,42.63,2102.4,8514.48
2016/4/19,158.5,18.88,80.71,46.97,8.66,36.31,2.62,31.6,435.51,8.71,3.29,93.947,1250.12,41.08,2100.8,8633.72
2016/4/18,157.79,18.12,81.02,46.15,8.63,36.97,2.76,31.65,428.59,9.04,3.24,94.46,1232.5,39.78,2094.34,8666.01
2016/4/15,158.35,17.96,80.64,45.1,8.52,37.13,2.7,31.46,429.71,8.24,3.28,94.686,1233.85,40.36,2080.73,8700.39
2016/4/14,160.9,17.97,82.21,43.92,8.58,36.84,2.72,31.8,424.28,8.39,3.24,94.908,1227.79,41.5,2082.78,8667.71
2016/4/13,161.02,17.54,81.88,42.93,8.59,36.74,2.8,32.13,423.73,8.04,3.24,94.762,1242.4,41.76,2082.42,8652.08
2016/4/12,158.34,17.62,81.74,42.63,8.6,35.84,2.81,31.86,425.19,7.44,3.26,93.945,1255.41,42.17,2061.72,8531.18
2016/4/11,157.54,17.75,82.86,43.16,8.58,35.88,2.76,31.67,422.48,8.64,3.24,93.942,1257.74,40.36,2041.99,8562.59
2016/4/8,156.84,18.66,82.26,43.41,8.58,35.66,2.74,31.63,420.35,9.72,3.22,94.252,1238.84,39.72,2047.6,8541.5
2016/4/7,153.81,18.8,84.01,43.44,8.58,35.43,2.64,31.55,422.74,10.07,3.25,94.504,1240.33,37.26,2041.91,8490.25
2016/4/6,154.29,17.99,83.56,43.05,8.55,35.8,2.8,32.08,423.41,10.69,3.26,94.441,1222.27,37.75,2066.66,8513.3
2016/4/1,158.93,18.42,84.64,42.24,8.24,36.15,2.83,32.45,417.96,11.66,3.24,94.618,1222.62,36.79,2072.78,8657.55
2016/3/31,161.19,18.9,84.56,42.49,8.34,35.63,2.85,32.35,416.73,11.4,3.26,94.578,1232.43,38.34,2059.74,8744.83
2016/3/30,160.36,19.13,84.49,42.71,8.32,35.76,2.86,32.71,414.82,11.95,3.22,94.819,1224.9,38.32,2063.95,8737.04
2016/3/29,158.68,19.41,82.63,42.84,8.62,35.39,2.86,32.38,416.52,11.66,3.23,95.146,1241.87,38.28,2055.01,8617.35
2016/3/28,158.52,19.97,83.49,44.12,8.98,34.83,2.78,31.9,424.23,11.67,3.26,95.94,1221.55,39.39,2037.05,8690.45
2016/3/25,157.48,20.27,85.9,44.4,8.74,NA,NA,NA,417.18,10.74,3.23,NA,NA,NA,NA,8704.97
2016/3/24,157.75,19.94,88.49,44.57,9.07,34.48,2.79,31.88,416.39,11.23,3.22,96.173,1216.72,39.46,2035.94,8743.38
2016/3/23,159.08,20.02,87.24,44.62,9.05,34.43,2.68,32,418.04,12.42,3.24,96.064,1216.81,39.79,2036.71,8766.09
2016/3/22,158,20.4,85.35,44.93,9.14,33.85,2.79,32.32,418.09,11.27,3.23,95.644,1219.99,41.45,2049.8,8785.68
2016/3/21,159.26,20.58,86.27,44.48,9.33,33.91,2.8,32.34,413.31,11.86,3.2,95.304,1248.15,39.91,2051.6,8812.7
2016/3/18,159.2,20.01,86.35,44.6,9.49,33.81,2.93,32.68,409.55,11,3.17,95.12,NA,39.44,2049.58,8810.71
2016/3/17,159.02,20.17,85.95,44.99,9.56,32.82,2.8,31.98,420.62,11.08,3.31,94.801,1255.2,40.2,2040.59,8734.54
2016/3/16,155.29,19.98,85.84,44.96,9.66,33.1,2.63,31.69,417.01,12.52,3.31,95.925,1257.78,38.46,2027.22,8699.14
2016/3/15,154.89,20.12,85.1,45.02,9.2,32.14,2.49,31.65,416.83,13.01,3.31,96.668,1262.38,36.34,2015.93,8611.18
2016/3/14,156.48,20.5,88.55,46.4,9.5,32.3,2.72,31.43,416.44,12.45,3.3,96.521,1232.29,37.18,2019.64,8747.9
2016/3/11,154.57,20.47,87.75,45.83,9.44,32.22,2.52,31.76,421.69,11.08,3.38,96.172,1250.6,38.5,2022.19,8706.14
2016/3/10,153.35,21.34,88.09,47.36,9.45,31.68,2.26,31.25,417.13,11.31,3.29,96.055,1272.15,37.84,1989.57,8660.7
2016/3/9,151.78,20.92,87.43,46.4,9.76,31.73,2.26,30.87,414.86,11.9,3.28,97.159,1253.02,38.29,1989.26,8634.11
2016/3/8,150.75,21.09,86.67,43.32,9.72,31.75,2.3,30.56,413.97,9.85,3.25,97.206,1261.34,36.5,1979.26,8664.31
2016/3/7,151.99,21.35,88.24,42.73,9.04,32.34,2.47,30.94,414.32,9.55,3.27,97.084,1267.17,37.9,2001.76,8659.55
2016/3/4,152.49,21.45,87.46,42.32,9.31,32.55,2.37,30.63,410.94,10.41,3.25,97.343,1259.23,35.92,1999.99,8643.55
2016/3/3,153.75,21.41,88.37,42.32,8.59,32.65,2.46,30.58,421.65,9.29,3.32,97.601,1264.13,34.57,1993.4,8611.79
2016/3/2,153.69,21.61,88.57,42.54,7.93,32.94,2.32,30.54,423.99,8.47,3.37,98.225,1239.92,34.66,1986.45,8544.05
2016/3/1,150.69,21.54,88.13,41.98,7.27,32.75,2.18,30.37,435.12,7.65,3.43,98.365,1232.06,34.4,1978.35,8485.69
2016/2/26,148.92,22.19,82.41,41.2,7.24,31.68,2.07,29.8,432.15,5.92,3.42,98.175,1222.31,32.78,1948.05,8411.16
2016/2/25,149.93,22.82,83.23,41.43,7.32,31.89,2.03,29.62,424.54,6.1,3.37,97.282,1232.95,33.07,1951.7,8365.86
2016/2/24,148.52,22.72,83.71,41.6,7.22,31.82,2.02,29.19,424.95,6.24,3.37,97.464,1228.69,32.15,1929.8,8282.86
2016/2/23,149.57,22.67,82.11,42.04,7.22,31.6,1.97,28.8,420.74,5.59,3.4,97.485,1225.59,31.87,1921.27,8334.64
2016/2/22,150.91,23.08,81.64,42.99,7.24,31.52,2.01,29.35,437.75,5.62,3.48,97.388,1208.65,31.48,1945.5,8326.68
2016/2/19,150.05,24.24,80.52,43.16,7.07,30.44,1.91,28.71,420.79,4.74,3.25,96.604,1226.25,29.64,1917.78,8325.04
2016/2/18,150.37,22.18,74.6,42.87,7.16,30.04,1.91,29.42,422.37,4.4,3.25,96.96,1230.79,30.77,1917.83,8314.67
2016/2/17,148.12,21.96,74.46,41.87,7.2,27.66,1.9,29.47,416.32,3.76,3.24,96.8,1208.41,30.66,1926.82,8214.25
2016/2/16,146.72,22.15,72.1,40.53,7.03,26.99,1.83,28.78,407.49,4.32,3.21,96.875,1200.33,29.04,1895.58,8212.07
2016/2/15,144.66,22.08,68.21,39.54,6.88,NA,NA,NA,400.18,5.29,3.18,95.982,1208.88,30.6,NA,8066.51
2016/2/3,145.34,21.52,65.43,39.23,6.79,28.2,2.07,29.34,369.95,2.53,3.05,97.301,1142.45,32.28,1912.53,8063
2016/2/2,142.7,20.94,65.74,39.32,6.72,28.06,1.99,29.8,374.45,2.44,3.08,98.893,1129,29.88,1903.03,8131.24
2016/2/1,143.24,21.13,67.09,39.2,6.7,29.3,2.14,30.82,373.06,2.21,3.08,99.028,1128.37,31.62,1939.38,8156.96
2016/1/30,141.91,21.29,65.43,39.5,6.98,NA,NA,NA,378.26,2.45,3.08,NA,NA,NA,NA,8145.21
2016/1/29,141.37,21,64.83,38.72,6.92,29.29,2.2,31.02,379.47,2.49,3.11,99.652,1118.08,33.62,1940.24,8080.6
2016/1/28,139.32,20.58,63.76,38.04,6.93,28.05,2.08,29.97,380.29,2.53,3.12,98.539,1115.17,33.22,1893.36,7905.1
2016/1/27,139.22,20.51,61.67,38.34,6.78,28.36,2.13,29.81,394.97,2.39,3.29,98.954,1124.95,32.3,1882.95,7849.83
2016/1/26,137.99,20.31,61.04,37.82,6.88,28.7,2.07,29.94,392.15,2.28,3.15,99.133,1119.78,31.45,1903.63,7828.67
2016/1/25,139.67,19.95,61.71,38.47,6.61,28.42,2.12,29.6,391.73,2.5,3.13,99.406,1107.86,30.34,1877.08,7894.15
2016/1/22,137.29,19.85,60.32,37.91,6.45,28.45,2.02,29.93,382.49,1.5,3.08,99.651,1097.88,32.19,1906.9,7756.18
2016/1/21,135.18,19.9,60.12,37.72,6.41,27.8,2.09,29.66,410.26,1.55,3.22,99.128,1101.16,29.53,1868.99,7664.01
2016/1/20,135.08,20,60.25,38.3,6.36,27.48,1.8,29.59,420.23,1.53,3.39,99.174,1100.71,26.55,1859.33,7699.12
2016/1/19,136.92,20.23,61.21,38.46,6.57,27.33,1.95,29.8,380.15,1.37,3.02,99.036,1087.02,28.46,1881.33,7854.88
2016/1/18,136.58,19.43,60.45,37.46,6.33,NA,NA,NA,387.17,1.43,3.05,99.02,1089.14,30.02,NA,7811.18
2016/1/15,136.99,19.67,59.85,36.46,6.58,27.11,2.03,29.76,364.33,1.21,3,99.02,1088.72,29.42,1880.33,7762.01
2016/1/14,131.09,19.72,59.2,36.49,6.67,28.67,2.21,32.74,430.31,1.19,3.47,99.155,1078.26,31.2,1921.84,7742.88
2016/1/13,133.76,20.03,60.11,37.48,6.84,29.26,2.25,31.91,432.37,1.13,3.48,98.978,1093.5,30.48,1890.28,7824.61
2016/1/12,132.55,20.48,60.55,37.68,6.97,30.18,2.39,32.68,435.69,1.14,3.49,99.024,1086.37,30.44,1938.68,7768.45
2016/1/11,132.49,20.74,61.51,37.63,6.94,29.68,2.34,32.06,448.43,1.06,3.56,98.784,1094.21,31.41,1923.67,7788.42
2016/1/8,133.4,20.33,63.19,37.79,7.04,29.63,2.14,31.51,453.23,0.986789,3.57,98.599,1104.37,33.16,1922.03,7893.97
2016/1/7,132.85,19.71,63.75,37.6,7.01,30.28,2.28,31.84,458.05,0.942005,3.6,98.272,1108.95,33.27,1943.09,7852.06
2016/1/6,135.9,20.08,66.52,39.31,7.09,31.53,2.51,33.08,429.11,0.95086,3.45,99.266,1093.48,33.97,1990.26,7990.39
2016/1/5,138.42,20.21,64.64,39.88,7.14,32.89,2.75,33.83,431.96,0.950176,3.47,99.496,1077.53,35.97,2016.71,8075.11
2016/1/4,140.13,21.06,66.66,39.39,6.89,32.37,2.77,33.99,433.09,0.95448,3.5,98.968,1074.49,36.76,2012.66,8114.26
